finalserialno	serial	a01	a02	a03	m02_1	m02_2	m02_3	m02_4	m02_5	m02_6	b01	b02	b04	b05	b0601	b0602	b0603	b0604	b0605	b0606	b0607	b0608	b0609	b0610	b0611	b0612	b0613	b0614	b0615	b0616	b0617	b0618	b0619	b06a	b07	b09	b12_1	b12_2	b12_3	b12_4	b12_5	b12_6	b13_1	b13_2	b13_3	b13_4	b13_5	b13_6	c01	c02_1	c02_2	c02_3	c02_4	d01	d02	d03	d04	f01_1	f01_2	f01_3	f01_4	f01_5	f01_6	f01_7	f01_8	f01_9	f01_10	f01_11	f01_12	f2	e01	g01_1	g01_2	g01_3	g01_4	g01_5	g01_6	g01_7	g01_8	h01	i01_1	i01_2	i01_3	i01_4	i01_5	i01_6	i01_7	j05	j06	j01	j08	j10	j11	j12	k01	k02	k03	k11	k1201	k1202	k1203	k1204	k1205	k1206	k1207	k1208	k1209	k1210	k1211	k1212	k13	k14_1_01	k14_1_02	k14_1_03	k14_1_04	k14_1_05	k14_2_01	k14_2_02	k14_2_03	k14_2_04	k14_2_05	k14_3_01	k14_3_02	k14_3_03	k14_3_04	k14_3_05	k14_4_01	k14_4_02	k14_4_03	k14_4_04	k14_4_05	k14_5_01	k14_5_02	k14_5_03	k14_5_04	k14_5_05	k14_6_01	k14_6_02	k14_6_03	k14_6_04	k14_6_05	k14_7_01	k14_7_02	k14_7_03	k14_7_04	k14_7_05	k14_8_01	k14_8_02	k14_8_03	k14_8_04	k14_8_05	l01	l02	l03	l04	l09	m01	n04a	n03	p01	p02	p03_1	p03_2	p03_3	p03_4	p03_5	p03_6	p03_7	p03_8	p03a	p03b	p04_01	p04_02	p04_03	p04_04	p04_05	p04_06	p04_07	p04_08	p04_09	p04_10	q01_1	q01_2	q01_3	q01_4	q01_5	q02_1	q02_2	q03_1	q03_2	q03_3	r03	r04	r05	r05a	s01_1	s01_2	s01_3	s01_4	s01_5	s01_6	s01_7	q11	q12	t01_1	t01_2	t02	u01	u03	u05	v01	v04	v05	v06	w01	w02	w03	w08	w09	w11	w12	w13_1	w13_2	w15_1	w15_2	w15_3	r6	x01_1	x01_2	x01_3	x01_4	x01_5	x01_6	x2	x3	k06	k08	y01	y03	y04_01	y04_02	y04_03	y04_04	y04_05	y06	y07	y08	y09	y10_banded	Age	y11	y12a	education	y17	y17a	y18	y18a	y22	y23	y24	y25	y26	y45	y46a	y47	y48_1	y48_2	y48_3	y48_4	y48_5	y48_6	followup1	followup2	q1_cses	q2_cses_1	q2_cses_2	q2_cses_3	q2_cses_4	q2_cses_5	q2_cses_6	q2_cses_7	q2_cses_8	q3_cses_1	q3_cses_2	q3_cses_3	q3_cses_4	q3_cses_5	q4_cses_1	q4_cses_2	q4_cses_3	q4_cses_4	q4_cses_5	q5_cses	q6_cses	q7_cses	q8_cses	q9_cses_1	q9_cses_2	q9_cses_3	q9_cses_4	q9_cses_5	q9_cses_6	q9_cses_7	q10_cses_1	q10_cses_2	q10_cses_3	q10_cses_4	q10_cses_5	q10_cses_6	q10_cses_7	q11_cses_1	q11_cses_2	q11_cses_3	q11_cses_4	q11_cses_5	q11_cses_6	q11_cses_7	q12_cses_1	q12_cses_2	q12_cses_3	q12_cses_4	q12_cses_5	q13_cses	q14_cses	q15_cses	q16_cses	q17_cses	q18_cses	q19_cses	q20_cses	q21_cses	q22_1_cses	q22_2_cses	q22_3_cses	q24_cses	q25_cses	region	recontact	agency	Constit_Name	Constit_Code	pano	Interview_Date	total_num_dwel	total_num_hous	num_elig_people	nr_calls_1st	reissue	nr_calls_reissue	sel_wt_capped	wt_demog	wt_demog_cses	wt_vote	wt_vote_valid	edlevel	turnoutValidationReg	validatedTurnoutBinary	ns_sec	ns_sec_analytic	seg	sc	mii_coded	msoa11	imddecile
25002	000000790	About ISIS./ Mostly when ISIS attack Muslims in the street./ We are concerned about terrorist attacks on the British, and then the reaction of some people against Muslims./ My husband wrote a lot of letters about these acts, condemning them	1	2	2	4	3	2	2	3	1	1	 	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	3	3	2	1	3	4	2	1	2	3	1	1	1	2	2	4	2	1	 	 	1	4	1	4	4	2	4	4	4	4	4	2	5	3	2	8	5	8	4	3	2	 	 	10	 	 	10	1	5	-2	-2	1	2	6	3	1	2	4	8	1	8	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	3	3	2	2	1	5	2	1	5	1	8	3	1	2	 	 	8	2	0	1	0	0	0	1	0	0	0	0	1	3	2	 	 	3	1	1	1	1	3	3	2	1	2	10	6	0	3	 	 	1	1	4	5	5	3	3	2	2	7	 	 	4	2	2	11	11	2	1	2	4	4	1	4	5	1	2	2	2	1	2	5	2	2	1	1	3	0	1	0	0	0	14	2	3	2	4	46	17	2	0	5	2	2	 	 	 	 	 	1	1	1	1	0	1	0	1	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	London	1	3	Islington	E14000763	334	14/07/2017	1	1	1	1	0	0	.560981846	.701012879502327	 	.5726744265297	.773305412673342	0	1	1	 	 	 	 	11	E02000555	3
25015	000000791	Brexit/ I think we should have stayed in/ there was no plan put in place, it didn't need to have been called, and there are no plans put in place./-	10	1	3	1	2	4	4	3	1	3	 	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	3	4	1	1	3	4	2	1	2	2	2	2	1	1	4	5	1	1	 	 	2	2	5	3	1	1	3	4	3	5	5	3	4	1	4	8	1	8	4	5	9	 	 	5	 	 	7	4	6	5	1	-1	 	6	2	1	2	4	9	1	4	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	3	3	2	2	3	2	1	8	3	2	1	7	1	0	10	1	 	 	2	1	0	1	0	0	0	0	1	0	0	0	2	2	2	 	 	2	1	2	2	3	4	5	1	2	2	10	9	0	7	 	 	2	3	5	3	4	2	3	2	1	3	 	 	2	 	2	2	2	2	1	2	3	3	2	3	4	1	1	2	1	1	2	5	4	2	1	6	1	0	0	0	1	0	0	 	3	2	5	59	1	1	2	3	 	 	 	2	2	 	 	3	1	1	1	1	0	0	0	0	0	1	1	1	1	4	4	2	5	5	5	4	2	4	1	4	3	2	3	3	1	2	3	3	2	 	9	3	7	10	 	 	2	9	2	4	-1	0	 	 	3	8	5	0	-1	 	 	5	4	5	2	4	2	4	4	1	 	2	3	1	2	1	0	0	2	59	London	2	3	Islington	E14000763	334	14/08/2017	1	1	1	5	0	0	.560981846	.45697192420519	.457177792774488	.448222763157948	.577332888537827	4	1	1	73	30	51	20	15	E02000555	3
25017	000000793	Lack of funding to the general public, like the workers./ One big example is the freeze on pay, the fact that elderly people with a small amount of money, can't get any interest on it.  Lack of funding to build more council homes./-	0	1	5	2	5	5	5	1	1	6	 	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 	2	 	4	4	1	1	4	4	-1	2	2	-1	3	3	1	2	4	4	5	1	 	 	2	1	5	-1	2	3	2	3	2	5	5	5	3	3	4	7	5	7	-1	-1	8	 	 	8	 	 	0	0	-1	8	-1	2	2	4	1	1	1	-1	7	2	 	1	1	0	0	0	0	0	0	0	0	0	0	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	-1	1	4	4	1	1	2	3	4	1	9	4	10	5	 	 	9	2	1	1	1	1	1	0	1	0	0	0	2	2	2	 	 	2	2	2	2	2	4	5	2	1	0	4	4	0	4	 	 	1	1	-1	-1	4	3	3	7	1	1	 	 	4	2	2	1	1	2	1	1	3	1	2	3	4	1	-1	2	1	1	2	5	-1	2	2	4	3	0	0	0	1	0	0	 	3	2	7	75	1	1	2	12	 	1	1	1	1	 	 	6	1	1	1	1	0	0	0	0	0	1	1	3	2	2	2	5	3	3	2	3	2	5	3	4	3	4	4	4	1	2	2	3	2	 	10	4	4	-1	 	 	5	10	4	5	-1	5	 	 	0	4	7	0	8	 	 	3	2	3	3	5	1	5	4	1	 	5	3	1	2	1	0	0	2	75	London	2	3	Islington	E14000763	334	14/07/2017	1	1	1	1	0	0	.560981846	.476979077008127	.357391483286577	.458442389495861	.435758953349149	4	1	1	41	20	51	20	34	E02000555	3
25018	000000794	Crime/ killing, teenagers killing ea ch other/ they cou ldtry harder to  stopit	-1	3	5	-1	2	-1	4	4	2	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	3	-1	1	2	4	4	1	1	1	2	1	1	2	1	4	5	5	1	 	 	2	2	2	4	-1	2	-1	-1	4	4	-1	2	4	-1	10	6	5	10	10	9	9	 	 	10	 	 	10	0	-2	-2	-2	-1	 	-1	5	1	1	-1	0	2	 	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	-1	5	2	8	-1	2	0	1	-1	10	9	10	-1	10	-1	 	 	-1	-1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	 	 	2	1	-1	1	-1	4	4	1	1	0	10	0	0	0	 	 	1	1	-1	2	0	0	3	2	2	6	 	 	4	2	2	11	11	2	1	7	1	-1	1	2	5	-1	-1	2	-1	-1	-1	5	2	2	2	-2	5	0	0	0	1	0	1	1	3	2	7	80	15	2	0	11	 	1	1	2	2	 	 	3	1	1	2	1	0	0	0	0	0	1	2	3	-999	1	1	-999	1	1	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-1	4	-1	-999	 	10	0	0	0	 	 	0	10	0	0	0	0	 	 	10	0	0	0	0	 	 	-999	-999	-999	-999	-1	5	5	5	1	 	5	1	-999	1	1	0	0	2	80	London	2	3	Islington	E14000763	334	14/08/2017	1	1	1	4	0	0	.560981846	.670792286360125	.720389367743008	.963022227217711	.896453303490816	0	2	0	134	70	110	50	14	E02000555	3
25020	000000796	No trust in politics./ Because they don't do as they say they're going to do.  I don't know in depth, but they all seem as corrupt./	0	4	5	5	5	5	5	5	2	 	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	2	5	5	0	2	 	 	2	5	5	4	2	2	4	3	4	3	4	4	1	5	5	-1	-1	-1	-1	-1	 	 	5	 	 	5	5	-2	-2	-2	1	1	1	3	1	1	3	2	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	5	2	1	0	2	1	5	1	-1	-1	-1	-1	 	 	10	1	0	0	0	0	0	0	0	0	1	0	2	2	2	 	 	2	2	-1	3	3	3	3	1	1	0	0	0	0	6	 	 	3	-1	5	-1	1	0	3	1	1	7	 	 	4	2	2	-1	1	2	1	-1	-1	2	2	3	2	1	-1	2	-1	-1	-1	1	1	2	1	4	3	0	1	1	0	0	2	8	3	2	3	42	-2	1	9	12	 	1	1	1	2	 	 	3	1	1	1	1	0	0	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	London	2	3	Islington	E14000763	334	19/07/2017	1	1	2	2	0	0	1.121963692	1.39249626184232	 	1.85620528479645	2.11700639297068	3	3	0	71	30	60	31	4	E02000555	3
25021	000000798	Brexit/ how the country will move forward, will it cause a recession/ in the long term I think it'll work out better/-	-1	3	3	3	4	2	4	2	2	 	-1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4	4	2	4	0	2	 	 	2	4	4	4	2	2	4	3	4	4	4	4	2	5	5	-1	-1	-1	-1	-1	 	 	7	 	 	7	7	-2	-2	-2	2	3	6	1	1	1	-1	4	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	2	2	2	2	6	2	1	6	1	3	6	-1	-1	-1	-1	-1	 	 	8	-1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	 	 	-1	-1	-1	-1	-1	4	4	2	3	0	0	0	0	0	 	 	2	-1	4	4	2	0	3	1	2	6	 	 	1	 	2	11	11	-1	1	-1	-1	2	4	2	4	1	-1	2	-1	-1	-1	1	1	1	1	14	4	0	0	0	1	0	0	 	3	1	3	37	2	1	6	4	 	 	 	 	 	1	 	3	1	1	1	1	0	0	0	0	0	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	London	2	3	Islington	E14000763	334	16/08/2017	1	1	2	3	0	0	1.121963692	1.08562566281458	 	1.61723250480347	1.40616434799246	4	2	0	91	40	51	20	15	E02000555	3
25519	000000484	BREXIT AND ELECTIONS	1	4	3	3	3	4	5	3	2	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	4	4	2	1	3	4	2	2	3	3	2	1	4	3	3	3	1	1	 	 	2	1	5	5	1	3	3	3	5	4	3	3	4	-1	-1	-1	-1	5	-1	-1	-1	 	 	-1	 	 	10	0	-1	-1	-1	2	1	4	1	1	2	2	0	2	 	-1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	4	4	2	5	3	1	0	1	-1	3	9	2	5	7	2	 	 	-1	-1	0	0	0	0	0	0	0	0	1	0	1	2	-1	 	 	2	1	2	1	-1	2	5	1	2	0	10	0	0	5	 	 	1	-1	2	2	7	0	3	1	1	6	 	 	2	 	2	-1	-1	-1	1	2	4	2	3	3	2	1	-1	2	-1	1	-1	3	2	1	1	2	5	0	0	0	1	0	1	6	3	2	2	27	5	1	7	5	2	1	1	2	1	 	 	3	-1	1	2	1	0	0	0	0	0	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	London	2	2	Leyton and	E14000790	366	08/07/2017	1	1	1	3	0	0	.560981846	.801742530138795	 	.966224907336224	 	3	 	 	41	20	51	20	15	E02000920	1
25616	000000497	Brexit	3	1	2	2	3	1	2	2	1	3	 	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	2	4	1	1	2	4	1	1	2	3	1	2	1	1	5	5	1	1	 	 	2	3	3	2	1	2	4	2	2	4	4	1	2	1	3	6	3	7	6	3	8	 	 	5	 	 	7	3	7	8	1	2	2	5	2	1	2	3	8	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	4	3	3	2	2	1	7	3	2	0	7	2	0	10	0	 	 	0	1	0	0	0	0	0	0	0	0	1	0	1	2	1	 	 	3	3	2	2	1	3	4	2	3	2	9	9	0	7	 	 	1	2	4	4	7	2	3	2	1	4	 	 	1	 	1	2	2	-1	1	1	6	1	2	2	3	1	1	2	1	1	2	5	4	2	1	13	2	0	0	0	1	0	3	1	3	1	4	45	1	1	1	1	 	 	 	1	2	 	 	3	1	1	2	1	0	0	0	0	0	1	1	2	1	5	4	2	4	4	3	4	4	4	2	5	4	3	4	4	-1	2	4	3	-1	 	8	3	5	9	 	 	2	8	3	4	8	2	 	 	2	7	7	0	7	 	 	5	4	5	2	4	2	5	5	1	 	5	2	1	2	1	0	0	1	45	London	2	2	Leyton and	E14000790	366	08/07/2017	1	1	1	2	0	0	.560981846	.554759091970864	.635347416801676	.536854341230907	.708145960618312	5	1	1	32	12	51	20	15	E02000917	3
25621	000000502	-1	 	3	3	4	4	2	4	3	1	1	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	 	2	4	2	1	3	3	2	2	2	2	1	1	2	2	4	4	2	1	 	 	3	2	2	2	4	2	2	2	4	4	4	4	4	2	5	5	6	4	-1	-1	-1	 	 	6	 	 	7	7	-1	-1	-1	2	3	7	2	2	2	-1	6	1	8	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	2	3	-1	3	2	2	2	5	3	2	1	-1	2	-1	10	-1	 	 	1	-1	0	0	0	0	0	0	0	0	1	0	3	3	-1	 	 	2	1	3	3	-1	3	3	2	2	4	7	0	0	0	 	 	2	1	2	2	5	0	3	2	2	5	 	 	2	 	2	-1	-1	2	1	1	7	4	2	2	4	1	1	2	-1	1	2	5	2	2	2	7	1	0	0	0	1	0	2	1	3	1	7	78	14	1	2	11	 	1	1	1	1	 	 	1	1	2	3	1	0	0	0	0	0	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	London	2	2	Leyton and	E14000790	366	08/07/2017	1	1	2	2	0	0	1.121963692	1.05150223320223	 	1.01042383955267	 	4	 	 	50	20	22	20	46	E02000917	3
25622	000000507	Brexit	0	1	3	2	4	2	3	4	1	1	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	-1	4	1	1	3	4	-1	1	2	2	1	1	1	1	5	4	1	1	 	 	2	2	5	1	1	1	3	3	3	1	4	1	1	1	2	8	3	8	-1	-1	7	 	 	9	 	 	7	2	4	7	0	2	1	6	1	1	2	-1	8	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	0	1	 	 	 	 	 	0	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	1	2	0	2	1	4	3	2	0	5	4	1	10	2	 	 	0	1	1	1	1	0	1	1	1	0	0	0	3	2	1	 	 	2	3	2	1	1	4	4	1	3	0	9	9	0	7	 	 	1	2	-1	5	7	4	1	2	1	4	 	 	4	1	1	1	3	2	1	1	4	1	3	1	2	1	1	2	-1	1	2	5	2	1	1	8	2	0	0	0	1	0	0	 	3	2	2	29	1	1	2	1	 	 	 	2	2	 	 	3	1	1	1	1	0	0	0	0	0	1	1	2	1	4	3	3	5	3	5	3	4	5	1	5	-1	2	4	2	2	4	2	4	1	1	7	3	5	10	 	 	3	7	4	5	-1	5	 	 	1	7	6	0	7	 	 	-1	2	-1	4	4	1	4	5	1	 	2	2	1	2	1	0	0	2	29	London	2	2	Leyton and	E14000790	366	26/08/2017	1	1	1	8	0	0	.560981846	.577646660455847	.607025738900134	.471300738670638	.633774855832521	4	1	1	41	20	51	20	15	E02000917	3
25624	000000506	National health	0	3	4	3	2	3	1	3	1	3	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	 	2	 	4	4	3	1	4	4	2	2	4	4	1	2	3	1	2	5	2	3	 	 	3	2	3	4	2	-1	4	1	2	4	4	5	5	2	5	10	10	3	2	-1	-1	 	 	5	 	 	0	8	0	-1	0	2	-1	7	2	1	2	-1	3	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	2	2	5	2	2	1	3	2	1	5	-1	1	10	1	 	 	1	2	0	0	0	0	0	0	0	0	1	0	3	3	3	 	 	1	2	2	2	1	3	4	-1	1	0	1	10	0	0	 	 	2	1	1	1	1	0	3	4	1	-1	 	 	2	 	2	-1	1	1	1	1	6	4	1	-1	5	1	1	2	1	1	2	5	4	2	2	6	1	0	0	0	1	0	12	2	3	1	6	70	1	1	12	1	 	 	 	2	1	 	 	4	1	1	3	1	0	0	0	0	0	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	London	2	2	Leyton and	E14000790	366	10/07/2017	1	1	1	3	0	0	.560981846	.64544610313645	 	.597531509946521	.769459914096965	1	1	1	42	20	60	31	1	E02000917	3
25625	000000495	Islamo phobia	1	1	4	4	4	2	4	4	1	1	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	4	4	1	1	4	4	2	1	2	2	1	1	1	2	4	5	1	1	 	 	1	1	4	3	5	2	4	3	2	5	4	3	5	-1	2	7	1	9	-1	-1	-1	 	 	5	 	 	9	0	0	0	0	-1	 	6	1	1	3	-1	7	1	8	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	4	-1	2	3	3	1	1	3	2	1	10	6	5	10	5	 	 	0	1	1	1	1	0	0	0	0	0	0	0	1	2	2	 	 	2	1	2	1	3	4	4	5	3	0	10	0	0	0	 	 	1	-1	4	3	2	6	3	2	2	5	 	 	2	 	2	1	1	2	1	1	3	3	1	2	4	1	2	2	-1	1	2	5	2	2	2	-2	1	0	0	1	0	0	14	1	3	2	5	60	10	2	0	8	 	2	 	 	 	 	 	1	1	2	3	0	0	1	0	0	0	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	London	2	2	Leyton and	E14000790	366	15/07/2017	1	1	5	3	0	0	2.80490923	2.90216384819908	 	2.50281010268963	 	0	 	 	 	 	 	 	9	E02000917	3
25626	000000501	brexit	2	4	4	4	4	4	3	4	1	-2	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	 	3	3	2	1	2	2	3	2	3	3	3	2	3	4	3	4	3	-2	-2	 	 	3	4	4	4	3	3	4	3	2	3	2	5	3	-2	5	5	8	5	5	7	 	 	8	 	 	5	5	5	5	-2	-1	 	3	3	2	1	3	0	2	 	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	3	3	3	3	1	1	4	1	3	7	8	7	1	10	5	 	 	10	-1	0	0	0	0	0	0	0	0	1	0	2	2	2	 	 	3	3	3	3	2	3	5	5	-1	5	5	6	0	8	 	 	1	3	3	3	8	-1	3	1	-1	3	 	 	4	2	2	1	1	-1	-1	4	6	4	4	3	4	1	-1	2	-1	-1	-1	-1	-2	2	2	10	2	1	1	0	0	0	14	1	1	2	3	38	10	1	5	8	 	1	1	2	3	 	 	1	1	2	3	1	0	0	0	0	0	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	London	2	2	Leyton and	E14000790	366	26/07/2017	1	1	2	3	0	0	1.121963692	.984916075829288	 	 	 	4	 	 	41	20	51	20	15	E02000917	3
25716	000000228	muslimization	1	3	3	3	3	4	4	4	1	1	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	3	3	3	3	3	3	2	2	2	2	2	2	2	5	4	4	3	1	 	 	1	4	4	4	3	3	4	4	3	3	3	5	4	3	4	6	5	6	5	6	5	 	 	5	 	 	5	5	5	6	4	2	2	4	3	3	3	2	5	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	2	3	5	2	2	6	3	2	3	3	2	2	2	2	 	 	5	1	0	0	0	0	0	0	0	0	1	0	1	2	2	 	 	2	1	2	1	1	3	3	3	3	6	9	5	6	5	 	 	1	3	3	3	5	1	3	2	-1	5	 	 	1	 	1	-1	-1	-1	-1	4	3	4	1	2	4	1	-1	2	-1	1	-1	5	2	2	2	-1	3	0	1	0	0	0	14	2	3	2	-2	-2	11	2	0	8	 	2	 	 	 	 	 	1	1	1	3	0	0	1	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	London	2	1	Poplar and	E14000882	456	31/07/2017	1	1	7	2	0	0	2.80490923	 	 	 	 	0	2	0	 	 	 	 	8	E02000887	1
